TIPO UNIDADE,MUNICÍPIO,ESCOLA/SETOR/UNIDADE,TIPO VÍNCULO,CARGO,DISCIPLINA,ÁREA ADMINISTRATIVA,FUNÇÃO
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 01, Orientação Acadêmica, Componente Curricular 02, História",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,,EQUIPE GESTORA,DIRETOR(A)
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"História, Componente Curricular 02, Componente Curricular 01, Orientação Acadêmica, Metodologia do Trabalho Científico, Projeto de Vida, Atividade APE, Filosofia",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,AEE,,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Tecnologia em Mídias Digitais, Programação Estruturada e Orientada a Objetos, Trabalho de Conclusão de Curso - TCC, Educação Tecnológica e Midiática",,SALA DE AULA
01ª DIREC - NATAL,"EXTREMOZ, NATAL","CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS, ESCOLA ESTADUAL PROFESSOR FRANCISCO IVO CAVALCANTI","VÍNCULO TEMPORÁRIO, VÍNCULO SERVIDOR","PROFESSOR TEMPORARIO, PROF PERM NIVEL - IV",Filosofia,,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III (DEC JUD),"Recomposição das Aprendizagens - Matemática, Matemática",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Física, Atividade APE, Unidade Curricular 1",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,AEE,,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,"VÍNCULO TEMPORÁRIO, VÍNCULO BOLSISTA","PROFESSOR TEMPORARIO, PROFESSOR BOLSISTA EMEPT","Teoria e Fundamentos da Administração, Sistema de Informação",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Recomposição das Aprendizagens - Matemática, Matemática, Atividade APE",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Língua Inglesa, Atividade APE, Orientação Acadêmica, Componente Curricular 01, Componente Curricular 02, Unidade Curricular 1, Unidade Curricular 2",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Metodologia do Trabalho Científico, Orientação Acadêmica, Arte",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,,
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 02, Práticas Experimentais, Orientação Acadêmica, Atividade APE, Biologia, Componente Curricular 01",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Química,,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Tecnológica e Midiática, Unidade Curricular 2, Orientação Acadêmica, Biologia, Atividade APE, Práticas Experimentais",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - SEGURANÇA ARMADO,,,
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Sociologia,,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,SAP/BIBLIOTECA,PROFESSOR REGENTE
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Atividade APE, Orientação Acadêmica, Componente Curricular 02, Geografia",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Banco de Dados, Fundamentos da Computação, Arquitetura e Organização de Computadores, Metodologia do Trabalho Científico, Desenvolvimento de Sistemas",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,APOIO À EQUIPE GESTORA,SUPERVISOR DE PÁTIO
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO BOLSISTA,PROFESSOR BOLSISTA EMEPT,"Contabilidade Geral, Trabalho de Conclusão de Curso - TCC, Gestão de Pessoas, Gestão Pública e Terceiro Setor",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO BOLSISTA,PROFESSOR BOLSISTA EMEPT,"Marketing e Serviços, Metodologia do Trabalho Científico, Matemática Financeira e Estatística",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,PROFESSOR EM TEMPO INTEGRAL,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,PROFESSOR EM TEMPO INTEGRAL,SAP/BIBLIOTECA,PROFESSOR REGENTE
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Lógica de Programação, Atividade APE, Programação WEB",,SALA DE AULA
01ª DIREC - NATAL,EXTREMOZ,CEEP - CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR HÉLIO XAVIER DE VASCONCELOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,VICE-DIRETOR(A)
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EMTI,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Atendimento de Urgência e Primeiros Socorros, Atividade Extracurricular, Tecnologia de Alimentos, Trabalho de Conclusão de Curso - TCC",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Atividade APE, Componente Curricular 02, Filosofia",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Empreendedorismo e Inovação Tecnológica e Social, Arte, Atividade APE, Componente Curricular 01, Componente Curricular 02",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,PROFESSOR EM TEMPO INTEGRAL,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Biologia, Orientação Acadêmica, Atividade APE, Componente Curricular 01, Componente Curricular 02, Práticas Experimentais",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Biologia, Metodologia do Trabalho Científico",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,PROFESSOR EM TEMPO INTEGRAL,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - VI,"Atividade APE, Componente Curricular 01, Práticas Experimentais, Química",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Componente Curricular 01, Atividade APE, Práticas Experimentais, Física",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Redação, Língua Portuguesa, Atividade APE, Recomposição das Aprendizagens - Português",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
01ª DIREC - NATAL,NATAL,"CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO, ESCOLA ESTADUAL DOUTOR MAIA NETO",VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Manejo e Recuperação de Área Degradada, Cartografia Ambiental, Trabalho de Conclusão de Curso - TCC, Ciências",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 02, Educação Tecnológica e Midiática, Orientação Acadêmica, Atividade APE, Língua Inglesa",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Recomposição das Aprendizagens - Português, Língua Portuguesa",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EMTI,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,AEE,,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Sociologia,,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Fisiopatologia e Dietoterapia, Atividade Extracurricular, Tecnologia de Alimentos, Trabalho de Conclusão de Curso - TCC, Administração em Unidades de Alimentação e Nutrição, Nutrição e Dietética nos Ciclos de Vida, Relações Humanas, Psicologia do Trabalho e Ética Profissional",,SALA DE AULA
01ª DIREC - NATAL,NATAL,"CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO, ESCOLA ESTADUAL AUGUSTO SEVERO","VÍNCULO SERVIDOR, VÍNCULO CONVÊNIO","PROF PERM NIVEL - V, CONVENIO - PROFESSOR",AEE,,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Geografia, Professor de Educação Especial",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Recomposição das Aprendizagens - Matemática, Componente Curricular 02, Componente Curricular 01, Práticas Experimentais, Atividade APE, Matemática",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - I,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EMTI,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,PROFESSOR EM TEMPO INTEGRAL,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Matemática, Recomposição das Aprendizagens - Matemática",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - IV",,EQUIPE GESTORA,VICE-DIRETOR(A)
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Desenvolvimento Sustentável, Saneamento Ambiental, Saúde Pública, Educação Ambiental e Ecoturismo",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Atividade APE, Orientação Acadêmica, História, Componente Curricular 02",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,ASSISTENTE ADMINISTRATIVO (GNM I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Orientação Acadêmica, Atividade APE, Projeto de Vida, Língua Espanhola",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Gestão Organizacional e Segurança do Trabalho, Legislação Ambiental, Impactos Ambientais, Gestão Ambiental",,SALA DE AULA
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,EQUIPE GESTORA,DIRETOR(A)
01ª DIREC - NATAL,NATAL,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL PROFESSOR JOÃO FAUSTINO FERREIRA NETO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Atividade Extracurricular, Técnicas Dietéticas e Composição dos Alimentos, Gastronomia e Hotelaria, Avaliação e Educação Nutricional, Administração em Unidades de Alimentação e Nutrição",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Língua Portuguesa, Componente Curricular 01",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Recomposição das Aprendizagens - Matemática, Matemática, Atividade APE",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,"VÍNCULO SERVIDOR, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - IV (DEC JUD), PROFESSOR TEMPORARIO","Língua Portuguesa, Recomposição das Aprendizagens - Português, Atividade APE",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Gestão de Pessoas, Componente Curricular 02, Metodologia do Trabalho Científico, Gestão de Emergência em Saúde e Segurança do Trabalho",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Orientação Acadêmica, Metodologia do Trabalho Científico, Gestão Organizacional e Segurança do Trabalho",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,,
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Topografia, Trabalho de Conclusão de Curso - TCC, Construção Civil I e II",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,PROFESSOR EM TEMPO INTEGRAL,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
"01ª DIREC - NATAL, 05ª DIREC - CEARÁ MIRIM","SAO GONCALO DO AMARANTE, TAIPU","CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS, ESCOLA ESTADUAL JOAQUIM NABUCO",VÍNCULO SERVIDOR,"PROF PERM NIVEL - V, PROF PERM NIVEL - III","Biologia, Atividade APE, Educação Tecnológica e Midiática, Ciências",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,PROFESSOR EM TEMPO INTEGRAL,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Filosofia, Atividade APE, História",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Orientação Acadêmica, Componente Curricular 02, Componente Curricular 01, Atividade APE, Língua Espanhola",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,"VÍNCULO CONVÊNIO, VÍNCULO SERVIDOR","CONVENIO - PROFESSOR , PROF PERM NIVEL - V","Atividade APE, Química, Práticas Experimentais, Orientação Acadêmica, Componente Curricular 01",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III (DEC JUD),"Educação Física, Empreendedorismo e Inovação Tecnológica e Social, Componente Curricular 01, Atividade APE",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Empreendedorismo e Inovação Tecnológica e Social, Estatística Aplicada, Higiene Ocupacional, Ergonomia",,SALA DE AULA
01ª DIREC - NATAL,SAO GONCALO DO AMARANTE,CEEP - CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL RUY PEREIRA DOS SANTOS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
